"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Steeden J.A.; Atkinson D.; Taylor A.M.; Muthurangu V.","Steeden, Jennifer A. (36605240600); Atkinson, David (57216116485); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","36605240600; 57216116485; 57195810900; 7801671480","Split-acquisition real-time CINE phase-contrast MR flow measurements","2010","Magnetic Resonance in Medicine","64","6","","1664","1670","6","8","10.1002/mrm.22615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649561928&doi=10.1002%2fmrm.22615&partnerID=40&md5=dfd24676269adc84fba604fb3b0dcff6","Article","Final","","Scopus","2-s2.0-78649561928"
"Flett A.S.; Hasleton J.; Cook C.; Hausenloy D.; Quarta G.; Ariti C.; Muthurangu V.; Moon J.C.","Flett, Andrew S. (6701780469); Hasleton, Jonathan (35740487200); Cook, Christopher (57210537531); Hausenloy, Derek (6602976997); Quarta, Giovanni (35300421300); Ariti, Cono (36975257100); Muthurangu, Vivek (7801671480); Moon, James C. (7403231345)","6701780469; 35740487200; 57210537531; 6602976997; 35300421300; 36975257100; 7801671480; 7403231345","Evaluation of techniques for the quantification of myocardial scar of differing etiology using cardiac magnetic resonance","2011","JACC: Cardiovascular Imaging","4","2","","150","156","6","543","10.1016/j.jcmg.2010.11.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951639619&doi=10.1016%2fj.jcmg.2010.11.015&partnerID=40&md5=031060bb15b1bf7c4544f09ee4b5daaf","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-79951639619"
"Miquel M.E.; Hegde S.; Muthurangu V.; Corcoran B.J.; Keevil S.F.; Hill D.L.G.; Razavi R.S.","Miquel, Marc E. (7006587218); Hegde, Sanjeet (59801342200); Muthurangu, Vivek (7801671480); Corcoran, Benjamin J. (57197945166); Keevil, Stephen F. (6603701362); Hill, Derek L.G. (57216093448); Razavi, Reza S. (59245696800)","7006587218; 59801342200; 7801671480; 57197945166; 6603701362; 57216093448; 59245696800","Visualization and Tracking of an Inflatable Balloon Catheter Using SSFP in a Flow Phantom and in the Heart and Great Vessels of Patients","2004","Magnetic Resonance in Medicine","51","5","","988","995","7","45","10.1002/mrm.20041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342641559&doi=10.1002%2fmrm.20041&partnerID=40&md5=371023c7207fd425cf75ec4dfa78c7b4","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-2342641559"
"Choudhary P.; Hsu C.J.; Grieve S.; Smillie C.; Singarayar S.; Semsarian C.; Richmond D.; Muthurangu V.; Celermajer D.S.; Puranik R.","Choudhary, P. (55549844900); Hsu, C.J. (59860438100); Grieve, S. (6701623219); Smillie, C. (56962883600); Singarayar, S. (6506669864); Semsarian, C. (6603828606); Richmond, D. (7102094898); Muthurangu, V. (7801671480); Celermajer, D.S. (7005533405); Puranik, R. (11139015400)","55549844900; 59860438100; 6701623219; 56962883600; 6506669864; 6603828606; 7102094898; 7801671480; 7005533405; 11139015400","Improving the diagnosis of LV non-compaction with cardiac magnetic resonance imaging","2015","International Journal of Cardiology","181","","","430","436","6","25","10.1016/j.ijcard.2014.12.053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947201401&doi=10.1016%2fj.ijcard.2014.12.053&partnerID=40&md5=c991ec355974de13ba188083fd4d2ef5","Article","Final","","Scopus","2-s2.0-84947201401"
"Puranik R.; Tsang V.; Lurz P.; Muthurangu V.; Offen S.; Frigiola A.; Norman W.; Walker F.; Bonhoeffer P.; Taylor A.M.","Puranik, Rajesh (11139015400); Tsang, Victor (56466227600); Lurz, Philip (35810676500); Muthurangu, Vivek (7801671480); Offen, Sophie (53983232600); Frigiola, Alessandra (57204096696); Norman, Wendy (42962175800); Walker, Fiona (13906244100); Bonhoeffer, Philip (7007022476); Taylor, Andrew M. (57195810900)","11139015400; 56466227600; 35810676500; 7801671480; 53983232600; 57204096696; 42962175800; 13906244100; 7007022476; 57195810900","Long-term importance of right ventricular outflow tract patch function in patients with pulmonary regurgitation","2012","Journal of Thoracic and Cardiovascular Surgery","143","5","","1103","1107","4","34","10.1016/j.jtcvs.2011.09.039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859755227&doi=10.1016%2fj.jtcvs.2011.09.039&partnerID=40&md5=83d827539f261a37e9ee1b7c2d45cff6","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84859755227"
"Muthurangu V.; Lurz P.; Critchely J.D.; Deanfield J.E.; Taylor A.M.; Hansen M.S.","Muthurangu, Vivek (7801671480); Lurz, Philip (35810676500); Critchely, Jeffery D. (24779365400); Deanfield, John E. (7004333788); Taylor, Andrew M. (57195810900); Hansen, Michael S. (35562748700)","7801671480; 35810676500; 24779365400; 7004333788; 57195810900; 35562748700","Real-time assessment of right and left ventricular volumes and function in patients with congenital heart disease by using high spatiotemporal resolution radial k-t SENSE","2008","Radiology","248","3","","782","791","9","63","10.1148/radiol.2482071717","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51549106357&doi=10.1148%2fradiol.2482071717&partnerID=40&md5=a69096d2a655188fb4a4874bb080aa12","Article","Final","","Scopus","2-s2.0-51549106357"
"Cosentino D.; Capelli C.; Derrick G.; Khambadkone S.; Muthurangu V.; Taylor A.M.; Schievano S.","Cosentino, Daria (41861298500); Capelli, Claudio (24922737800); Derrick, Graham (35511751900); Khambadkone, Sachin (6603345564); Muthurangu, Vivek (7801671480); Taylor, Andrew M. (57195810900); Schievano, Silvia (13410386200)","41861298500; 24922737800; 35511751900; 6603345564; 7801671480; 57195810900; 13410386200","Patient-specific computational models to support interventional procedures: A case study of complex aortic re-coarctation","2015","EuroIntervention","11","6","","669","672","3","17","10.4244/EIJY15M09_03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016083517&doi=10.4244%2fEIJY15M09_03&partnerID=40&md5=f5fed6d0d4e8e858daa3bf17ad9732ae","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85016083517"
"Taelman L.; Bols J.; Degroote J.; Muthurangu V.; Panzer J.; Swillens A.; Vierendeels J.; Segers P.","Taelman, L. (54975358000); Bols, J. (54881002700); Degroote, J. (24173201400); Muthurangu, V. (7801671480); Panzer, J. (23502419700); Swillens, A. (23971923800); Vierendeels, J. (7004615890); Segers, P. (7005378428)","54975358000; 54881002700; 24173201400; 7801671480; 23502419700; 23971923800; 7004615890; 7005378428","Predicting the functional impact of residual aortic coarctation lesions using fluid-structure interaction simulations","2012","ASME 2012 Summer Bioengineering Conference, SBC 2012","","","","453","454","1","0","10.1115/SBC2012-80177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882654109&doi=10.1115%2fSBC2012-80177&partnerID=40&md5=c66a04c05da97006f8969ca99fcecde6","Conference paper","Final","","Scopus","2-s2.0-84882654109"
"Steeden J.A.; Atkinson D.; Taylor A.M.; Muthurangu V.","Steeden, Jennifer A. (36605240600); Atkinson, David (57216116485); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","36605240600; 57216116485; 57195810900; 7801671480","Assessing the hemodynamic response to exercise - A novel MR approach","2010","Journal of Cardiovascular Magnetic Resonance","12","SUPPL. 1","O67","","","","0","10.1186/1532-429X-12-S1-O67","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355163788&doi=10.1186%2f1532-429X-12-S1-O67&partnerID=40&md5=5d748ae1a10a06152b9593debd3c61aa","Note","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-82355163788"
"Flett A.S.; Hasleton J.M.; Quarta G.; Hausenloy D.; Muthurangu V.; Moon J.C.","Flett, Andrew S. (6701780469); Hasleton, Jonathon M. (35740487200); Quarta, Giovanni (35300421300); Hausenloy, Derek (6602976997); Muthurangu, Vivek (7801671480); Moon, James C. (7403231345)","6701780469; 35740487200; 35300421300; 6602976997; 7801671480; 7403231345","The Full Width Half Maximum technique is superior for LGE quantification regardless of its aetiology","2010","Journal of Cardiovascular Magnetic Resonance","12","SUPPL. 1","O41","","","","9","10.1186/1532-429X-12-S1-O41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355171397&doi=10.1186%2f1532-429X-12-S1-O41&partnerID=40&md5=9d7c84c28aa1915487ed4ca5893b494b","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-82355171397"
"Jones A.; Steeden J.A.; Pruessner J.C.; Deanfield J.E.; Taylor A.M.; Muthurangu V.","Jones, Alexander (12795736600); Steeden, Jennifer A. (36605240600); Pruessner, Jens C. (6603802136); Deanfield, John E. (7004333788); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","12795736600; 36605240600; 6603802136; 7004333788; 57195810900; 7801671480","Detailed assessment of the hemodynamic response to psychosocial stress using real-time MRI","2011","Journal of Magnetic Resonance Imaging","33","2","","448","454","6","25","10.1002/jmri.22438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551532824&doi=10.1002%2fjmri.22438&partnerID=40&md5=1d5f6a95384a1282d2c0568b796d1c38","Article","Final","","Scopus","2-s2.0-79551532824"
"Razavi R.; Hill D.L.G.; Keevil S.F.; Miquel M.E.; Muthurangu V.; Hegde S.; Rhode K.; Barnett M.; Van Vaals J.; Hawkes D.J.; Baker E.","Razavi, Reza (59245696800); Hill, Derek L.G. (57216093448); Keevil, Stephen F. (6603701362); Miquel, Marc E. (7006587218); Muthurangu, Vivek (7801671480); Hegde, Sanjeet (59801342200); Rhode, Kawal (9245867600); Barnett, Michael (7202823825); Van Vaals, Joop (7004697755); Hawkes, David J. (35464300200); Baker, Edward (59036961400)","59245696800; 57216093448; 6603701362; 7006587218; 7801671480; 59801342200; 9245867600; 7202823825; 7004697755; 35464300200; 59036961400","Cardiac catheterisation guided by MRI in children and adults with congenital heart disease","2003","Lancet","362","9399","","1877","1882","5","288","10.1016/S0140-6736(03)14956-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10744224950&doi=10.1016%2fS0140-6736%2803%2914956-2&partnerID=40&md5=dbbe43910bc2661f767d8a795c0e4aca","Article","Final","","Scopus","2-s2.0-10744224950"
"Kowalik G.T.; Knight D.S.; Steeden J.A.; Tann O.; Odille F.; Atkinson D.; Taylor A.; Muthurangu V.","Kowalik, Grzegorz T. (6602362169); Knight, Daniel S. (55589453200); Steeden, Jennifer A. (36605240600); Tann, Oliver (24339325500); Odille, Freddy (24463413800); Atkinson, David (57216116485); Taylor, Andrew (57195810900); Muthurangu, Vivek (7801671480)","6602362169; 55589453200; 36605240600; 24339325500; 24463413800; 57216116485; 57195810900; 7801671480","Assessment of cardiac time intervals using high temporal resolution real-time spiral phase contrast with UNFOLDed-SENSE","2015","Magnetic Resonance in Medicine","73","2","","749","756","7","11","10.1002/mrm.25183","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921436734&doi=10.1002%2fmrm.25183&partnerID=40&md5=09f24624134448d46301cc3054a5cdea","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84921436734"
"Biglino G.; Steeden J.A.; Baker C.; Schievano S.; Taylor A.M.; Parker K.H.; Muthurangu V.","Biglino, Giovanni (23099141600); Steeden, Jennifer A. (36605240600); Baker, Catriona (57198875486); Schievano, Silvia (13410386200); Taylor, Andrew M. (57195810900); Parker, Kim H. (7401598095); Muthurangu, Vivek (7801671480)","23099141600; 36605240600; 57198875486; 13410386200; 57195810900; 7401598095; 7801671480","A non-invasive clinical application of wave intensity analysis based on ultrahigh temporal resolution phase-contrast cardiovascular magnetic resonance","2012","Journal of Cardiovascular Magnetic Resonance","14","1","57","","","","46","10.1186/1532-429X-14-57","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864645135&doi=10.1186%2f1532-429X-14-57&partnerID=40&md5=12a73341f73a3a37adcea8618ecb164c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84864645135"
"Steeden J.A.; Pandya B.; Tann O.; Muthurangu V.","Steeden, Jennifer A (36605240600); Pandya, Bejal (12545915200); Tann, Oliver (24339325500); Muthurangu, Vivek (7801671480)","36605240600; 12545915200; 24339325500; 7801671480","Free breathing contrast-enhanced time-resolved magnetic resonance angiography in pediatric and adult congenital heart disease","2015","Journal of Cardiovascular Magnetic Resonance","17","1","38","","","","23","10.1186/s12968-015-0138-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929400117&doi=10.1186%2fs12968-015-0138-9&partnerID=40&md5=f35f55f94dc89af7df71edd5670f7471","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84929400117"
"Taylor A.; Muthurangu V.","Taylor, Andrew (57195810900); Muthurangu, Vivek (7801671480)","57195810900; 7801671480","Editorial","2010","Progress in Pediatric Cardiology","28","1-2","","1","","","0","10.1016/j.ppedcard.2009.10.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75449092883&doi=10.1016%2fj.ppedcard.2009.10.001&partnerID=40&md5=24e7a330ec124edaf4f5a0e81a3e7c52","Editorial","Final","","Scopus","2-s2.0-75449092883"
"Jones A.; Pruessner J.C.; McMillan M.R.; Jones R.W.; Kowalik G.T.; Steeden J.A.; Williams B.; Taylor A.M.; Muthurangu V.","Jones, Alexander (12795736600); Pruessner, Jens C. (6603802136); McMillan, Merlin R. (55557049300); Jones, Russell W. (7501543550); Kowalik, Grzegorz T. (6602362169); Steeden, Jennifer A. (36605240600); Williams, Bryan (7404503273); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","12795736600; 6603802136; 55557049300; 7501543550; 6602362169; 36605240600; 7404503273; 57195810900; 7801671480","Physiological adaptations to chronic stress in healthy humans – why might the sexes have evolved different energy utilisation strategies?","2016","Journal of Physiology","594","15","","4297","4307","10","15","10.1113/JP272021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979955953&doi=10.1113%2fJP272021&partnerID=40&md5=5ff12e4e8cb731374d943766c1153217","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84979955953"
"Knight D.S.; Steeden J.A.; Moledina S.; Jones A.; Coghlan J.G.; Muthurangu V.","Knight, Daniel S. (55589453200); Steeden, Jennifer A. (36605240600); Moledina, Shahin (23985897400); Jones, Alexander (12795736600); Coghlan, J. Gerry (35393553500); Muthurangu, Vivek (7801671480)","55589453200; 36605240600; 23985897400; 12795736600; 35393553500; 7801671480","Left ventricular diastolic dysfunction in pulmonary hypertension predicts functional capacity and clinical worsening: A tissue phase mapping study","2015","Journal of Cardiovascular Magnetic Resonance","17","1","116","","","","41","10.1186/s12968-015-0220-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952315618&doi=10.1186%2fs12968-015-0220-3&partnerID=40&md5=13d8342adb01979afb054181e65ede7c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84952315618"
"Steeden J.A.; Atkinson D.; Jones A.; Muthurangu V.","Steeden, Jennifer A (36605240600); Atkinson, David (57216116485); Jones, Alexander (12795736600); Muthurangu, Vivek (7801671480)","36605240600; 57216116485; 12795736600; 7801671480","Velocity unwrap for high resolution slice-selective Fourier Velocity Encoding using spiral SENSE","2012","Journal of Cardiovascular Magnetic Resonance","14","","W25","","","","0","10.1186/1532-429X-14-S1-W25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181839602&doi=10.1186%2f1532-429X-14-S1-W25&partnerID=40&md5=a324ccc9d95a9dcea7bacf951feb77ed","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85181839602"
"Muthurangu V.; Tann O.R.; Taylor A.M.","Muthurangu, Vivek (7801671480); Tann, Oliver Richard (24339325500); Taylor, Andrew M. (57195810900)","7801671480; 24339325500; 57195810900","Interventional cardiovascular magnetic resonance","2012","Magnetic Resonance Imaging of Congenital Heart Disease","9781447142676","","","293","301","8","0","10.1007/978-1-4471-4267-6_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929024896&doi=10.1007%2f978-1-4471-4267-6_18&partnerID=40&md5=f79708412c840951c6f8d5b690b39164","Book chapter","Final","","Scopus","2-s2.0-84929024896"
"Muthurangu V.; Taylor A.; Andriantsimiavona R.; Hegde S.; Miquel M.E.; Tulloh R.; Baker E.; Hill D.L.G.; Razavi R.S.","Muthurangu, Vivek (7801671480); Taylor, Andrew (57195810900); Andriantsimiavona, Rado (8947115500); Hegde, Sanjeet (59801342200); Miquel, Marc E. (7006587218); Tulloh, Robert (55902305800); Baker, Edward (59036961400); Hill, Derek L.G. (57216093448); Razavi, Reza S. (59245696800)","7801671480; 57195810900; 8947115500; 59801342200; 7006587218; 55902305800; 59036961400; 57216093448; 59245696800","Novel method of quantifying pulmonary vascular resistance by use of simultaneous invasive pressure monitoring and phase-contrast magnetic resonance flow","2004","Circulation","110","7","","826","834","8","130","10.1161/01.CIR.0000138741.72946.84","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4143126401&doi=10.1161%2f01.CIR.0000138741.72946.84&partnerID=40&md5=b63a0447a22aab395a7b0d908bc08f75","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-4143126401"
"Latus H.; Kuehne T.; Beerbaum P.; Apitz C.; Hansmann G.; Muthurangu V.; Moledina S.","Latus, Heiner (26633946200); Kuehne, Titus (6603086969); Beerbaum, Philipp (6603092199); Apitz, Christian (14629837200); Hansmann, Georg (6602598910); Muthurangu, Vivek (7801671480); Moledina, Shahin (23985897400)","26633946200; 6603086969; 6603092199; 14629837200; 6602598910; 7801671480; 23985897400","Cardiac MR and CT imaging in children with suspected or confirmed pulmonary hypertension/pulmonary hypertensive vascular disease. Expert consensus statement on the diagnosis and treatment of paediatric pulmonary hypertension. The European Paediatric Pulmonary Vascular Disease Network, endorsed by ISHLT and DGPK","2016","Heart","102","","","II30","II35","5","42","10.1136/heartjnl-2015-308246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982152518&doi=10.1136%2fheartjnl-2015-308246&partnerID=40&md5=c9198f672ed485f5c7fa270aace828e6","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84982152518"
